0.12424		0.10000		0.30480		0.90000		0.00266		0.58546
0.13232		0.10000		0.30480		0.90000		0.00266		0.56419
0.14242		0.10000		0.30480		0.90000		0.00266		0.58014
0.15657		0.10000		0.30480		0.90000		0.00266		0.61503
0.17273		0.10000		0.30480		0.90000		0.00266		0.61227
0.19293		0.10000		0.30480		0.90000		0.00266		0.57206
0.21919		0.10000		0.30480		0.90000		0.00266		0.56419
0.25354		0.10000		0.30480		0.90000		0.00266		0.51867
0.29394		0.10000		0.30480		0.90000		0.00266		0.48123
0.34646		0.10000		0.30480		0.90000		0.00266		0.44379
0.41515		0.10000		0.30480		0.90000		0.00266		0.39295
0.49596		0.10000		0.30480		0.90000		0.00266		0.35551
0.59697		0.10000		0.30480		0.90000		0.00266		0.28850
0.73838		0.10000		0.30480		0.90000		0.00266		0.21362
0.11212		0.10000		0.30480		0.58081		0.00283		0.59004
0.11737		0.10000		0.30480		0.58081		0.00283		0.61727
0.12424		0.10000		0.30480		0.58081		0.00283		0.62556
0.13232		0.10000		0.30480		0.58081		0.00283		0.60174
0.14242		0.10000		0.30480		0.58081		0.00283		0.58302
0.15657		0.10000		0.30480		0.58081		0.00283		0.60216
0.17273		0.10000		0.30480		0.58081		0.00283		0.59429
0.19293		0.10000		0.30480		0.58081		0.00283		0.54090
0.21919		0.10000		0.30480		0.58081		0.00283		0.52239
0.25354		0.10000		0.30480		0.58081		0.00283		0.47708
0.29394		0.10000		0.30480		0.58081		0.00283		0.44517
0.34646		0.10000		0.30480		0.58081		0.00283		0.41050
0.41515		0.10000		0.30480		0.58081		0.00283		0.37859
0.49596		0.10000		0.30480		0.58081		0.00283		0.30626
0.59697		0.10000		0.30480		0.58081		0.00283		0.26371
0.10000		0.10000		0.30480		0.25960		0.00310		0.41375
0.10202		0.10000		0.30480		0.25960		0.00310		0.43906
0.10465		0.10000		0.30480		0.25960		0.00310		0.51267
0.10808		0.10000		0.30480		0.25960		0.00310		0.55585
0.11212		0.10000		0.30480		0.25960		0.00310		0.60159
0.11737		0.10000		0.30480		0.25960		0.00310		0.63711
0.12424		0.10000		0.30480		0.25960		0.00310		0.64711
0.13232		0.10000		0.30480		0.25960		0.00310		0.62158
0.14242		0.10000		0.30480		0.25960		0.00310		0.57053
0.15657		0.10000		0.30480		0.25960		0.00310		0.53968
0.17273		0.10000		0.30480		0.25960		0.00310		0.53203
